4
13, 2, 10, 3, 1, 12, 8, 4, 5, 0, 9, 6, 15, 14, 11, 7
13, 2, 10, 3, 1, 12, 8, 4, 5, 9, 0, 6, 15, 14, 11, 7
13, 2, 10, 3, 1, 12, 0, 4, 5, 9, 8, 6, 15, 14, 11, 7
13, 2, 0, 3, 1, 12, 10, 4, 5, 9, 8, 6, 15, 14, 11, 7
13, 0, 2, 3, 1, 12, 10, 4, 5, 9, 8, 6, 15, 14, 11, 7
0, 13, 2, 3, 1, 12, 10, 4, 5, 9, 8, 6, 15, 14, 11, 7
1, 13, 2, 3, 0, 12, 10, 4, 5, 9, 8, 6, 15, 14, 11, 7
1, 13, 2, 3, 5, 12, 10, 4, 0, 9, 8, 6, 15, 14, 11, 7
1, 13, 2, 3, 5, 12, 10, 4, 9, 0, 8, 6, 15, 14, 11, 7
1, 13, 2, 3, 5, 0, 10, 4, 9, 12, 8, 6, 15, 14, 11, 7
1, 0, 2, 3, 5, 13, 10, 4, 9, 12, 8, 6, 15, 14, 11, 7
1, 2, 0, 3, 5, 13, 10, 4, 9, 12, 8, 6, 15, 14, 11, 7
1, 2, 3, 0, 5, 13, 10, 4, 9, 12, 8, 6, 15, 14, 11, 7
1, 2, 3, 4, 5, 13, 10, 0, 9, 12, 8, 6, 15, 14, 11, 7
1, 2, 3, 4, 5, 13, 10, 6, 9, 12, 8, 0, 15, 14, 11, 7
1, 2, 3, 4, 5, 13, 10, 6, 9, 12, 0, 8, 15, 14, 11, 7
1, 2, 3, 4, 5, 13, 10, 6, 9, 0, 12, 8, 15, 14, 11, 7
1, 2, 3, 4, 5, 0, 10, 6, 9, 13, 12, 8, 15, 14, 11, 7
1, 2, 3, 4, 0, 5, 10, 6, 9, 13, 12, 8, 15, 14, 11, 7
1, 2, 3, 4, 9, 5, 10, 6, 0, 13, 12, 8, 15, 14, 11, 7
1, 2, 3, 4, 9, 5, 10, 6, 13, 0, 12, 8, 15, 14, 11, 7
1, 2, 3, 4, 9, 5, 10, 6, 13, 14, 12, 8, 15, 0, 11, 7
1, 2, 3, 4, 9, 5, 10, 6, 13, 14, 12, 8, 0, 15, 11, 7
1, 2, 3, 4, 9, 5, 10, 6, 0, 14, 12, 8, 13, 15, 11, 7
1, 2, 3, 4, 0, 5, 10, 6, 9, 14, 12, 8, 13, 15, 11, 7
1, 2, 3, 4, 5, 0, 10, 6, 9, 14, 12, 8, 13, 15, 11, 7
1, 2, 3, 4, 5, 10, 0, 6, 9, 14, 12, 8, 13, 15, 11, 7
1, 2, 3, 4, 5, 10, 6, 0, 9, 14, 12, 8, 13, 15, 11, 7
1, 2, 3, 4, 5, 10, 6, 8, 9, 14, 12, 0, 13, 15, 11, 7
1, 2, 3, 4, 5, 10, 6, 8, 9, 14, 12, 7, 13, 15, 11, 0
1, 2, 3, 4, 5, 10, 6, 8, 9, 14, 12, 7, 13, 15, 0, 11
1, 2, 3, 4, 5, 10, 6, 8, 9, 14, 0, 7, 13, 15, 12, 11
1, 2, 3, 4, 5, 10, 6, 8, 9, 14, 7, 0, 13, 15, 12, 11
1, 2, 3, 4, 5, 10, 6, 8, 9, 14, 7, 11, 13, 15, 12, 0
1, 2, 3, 4, 5, 10, 6, 8, 9, 14, 7, 11, 13, 15, 0, 12
1, 2, 3, 4, 5, 10, 6, 8, 9, 14, 7, 11, 13, 0, 15, 12
1, 2, 3, 4, 5, 10, 6, 8, 9, 0, 7, 11, 13, 14, 15, 12
1, 2, 3, 4, 5, 0, 6, 8, 9, 10, 7, 11, 13, 14, 15, 12
1, 2, 3, 4, 5, 6, 0, 8, 9, 10, 7, 11, 13, 14, 15, 12
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 13, 14, 15, 12
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0
NodesExpanded: 1059109
